Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
1648,10.47109,4.91074,10.43895,4.48589,4.55819,4.91074,10.47109,10.47109,10.43895,2468.99,1.60357,544.66,0.2206,0.137568,0,0,0,1,3,3,430.629,1744.15,1087.67,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.014492754,0.202898551,0.246376812,0.304347826,0.144927536,0.028985507,0,0.028985507,0,0.028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1649,7.85319,6.13094,7.8278,6.13094,1.90677,1.90677,7.8278,7.85319,7.10727,1837.7,1.62875,255.257,0.1389,0.0852801,0,0,0,1,1,1,251.272,1367.32,839.489,0.0417842,0.227372,0.139599,8,15,7,10.01315789,3.909497751,1.52,2.1,0.58,1.643815789,0.255515675,73,101,28,95.30263158,11.53314387,10,17.36,7.36,15.88868421,3.724106312,0.02658,235,234.97342,44.91385526,117.9243023,90.2,3173,3082.8,760.2763158,1571.882362,54.8,1687,1632.2,341.7815789,683.9038846,35.4,1858.53,1823.13,418.4947368,935.6322144,0.020833333,0.145833333,0.291666667,0.270833333,0.25,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1650,8.81029,8.03733,8.81029,8.03733,4.52003,1.93001,8.81029,8.72516,8.72516,2359.4,1.52233,512.226,0.2171,0.14261,0,0,0,1,2,2,392.373,1663.02,1092.42,0.0142446,0.0603739,0.0396589,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.032258065,0.177419355,0.274193548,0.274193548,0.14516129,0.064516129,0,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1651,7.61116,6.22094,7.61116,6.22094,2.5992,3.96375,7.61116,7.0029,7.29383,1713.87,1.3785,277.647,0.162,0.117519,0,0,0,1,2,2,355.197,2072.48,1503.43,0.95154,5.55199,4.02756,8,14,6,9.958333333,4.242640687,1.52,2.1,0.58,1.709305556,0.410121933,85,101,16,95.77777778,11.3137085,12.06,17.36,5.3,15.63013889,3.74766594,0.02658,150,149.97342,48.97623792,106.0472223,90.2,3173,3082.8,1096.391667,2179.868785,54.8,1687,1632.2,587.5319444,1154.139688,35.4,1486,1450.6,508.8597222,1025.729097,0.09375,0.28125,0.1875,0.03125,0.125,0.09375,0.03125,0.125,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1652,6.81698,4.77546,6.79978,4.64822,1.75976,4.77546,6.79978,6.81698,6.79978,1123.95,1.41052,231.196,0.2057,0.145833,0,0,0,1,2,2,244.255,2173.19,1540.7,0,0,0,4,14,10,9.736111111,3.822291911,1.52,2.1,0.58,1.672916667,0.330509529,77,101,24,94.93055556,12.31034447,4.85,17.36,12.51,15.23569444,4.439832865,0.02658,235,234.97342,61.19827556,126.5180468,90.2,3173,3082.8,1064.188889,1950.422083,54.8,1687,1632.2,502.9115278,941.7799389,35.4,1858.53,1823.13,561.2773611,1062.23279,0,0.321428571,0.214285714,0.357142857,0.071428571,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1653,5.57153,3.01449,5.56976,3.01449,1.95663,2.97907,5.56976,5.56066,5.50429,668.376,1.48178,55.8094,0.0835,0.0563512,0,0,0,1,2,2,115.991,1735.41,1171.17,1.24973,18.698,12.6186,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.16,0,0.2,0,0.2,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1654,7.89163,6.91169,7.89163,6.91169,2.11588,1.86065,7.89163,7.81166,7.81166,2014.86,1.58458,318.146,0.1579,0.0996481,0,0,0,1,1,1,290.358,1441.09,909.445,3.21074,15.9353,10.0565,8,14,6,9.869047619,3.773126375,1.52,2.1,0.58,1.681071429,0.34019927,73,101,28,94.98809524,12.29613494,10,17.36,7.36,15.39571429,4.032721315,0.02658,235,234.97342,59.24391048,122.9904672,90.2,3173,3082.8,1055.430952,1956.435825,54.8,1687,1632.2,509.0360714,957.1365257,35.4,1858.53,1823.13,546.394881,1048.852874,0.019607843,0.235294118,0.196078431,0.235294118,0.156862745,0.039215686,0.039215686,0.019607843,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1655,6.87612,4.69959,6.8544,4.69959,1.63969,2.88506,6.8544,6.59914,6.79178,1692.66,1.72507,201.257,0.1189,0.0689248,0,0,0,1,2,2,247.406,1461.64,847.296,0.13105,0.774229,0.448811,8,15,7,9.916666667,3.831484322,1.52,2.1,0.58,1.668333333,0.313392671,80,101,21,95.25,11.69161569,10,17.36,7.36,15.5425,3.996989173,0.02658,235,234.97342,54.40255333,122.7719836,90.2,3173,3082.8,960.8833333,1850.11995,54.8,1687,1632.2,447.6045833,873.1040539,35.4,1858.53,1823.13,513.27875,1028.034119,0,0.145833333,0.333333333,0.25,0.208333333,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1656,7.83372,6.1161,7.83372,6.1161,1.69199,1.60448,7.83372,7.82016,7.50919,1926.6,1.64575,305.559,0.1586,0.0963695,0,0,0,1,1,1,282.45,1466.05,890.812,0,0,0,8,14,6,9.8125,3.782659829,1.52,2.1,0.58,1.674791667,0.3374192,80,101,21,95.20833333,12.18302979,10,17.36,7.36,15.39104167,4.16744326,0.02658,235,234.97342,59.08049688,127.1193138,90.2,3173,3082.8,1038.0625,1973.062903,54.8,1687,1632.2,487.6733333,946.8490291,35.4,1858.53,1823.13,550.3891667,1079.016484,0.019607843,0.176470588,0.196078431,0.31372549,0.137254902,0.156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1657,9.38521,9.01135,9.38521,9.01135,8.64655,1.40022,9.38521,9.36905,9.17723,2613.84,1.37414,1017.57,0.3893,0.283304,0,0,0,1,2,2,432.455,1654.48,1204.01,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.046875,0.15625,0.234375,0.359375,0.125,0.046875,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1658,6.81964,5.31616,6.81964,5.31616,2.35199,1.68267,6.81964,6.5739,6.81862,1124.88,1.59652,150.621,0.1339,0.0838699,0,0,0,1,1,1,196.031,1742.69,1091.55,0,0,0,4,14,10,9.814814815,4.275124762,1.52,2.1,0.58,1.702777778,0.398685528,77,101,24,95.51851852,11.58479688,4.85,17.36,12.51,15.45981481,4.222105566,0.02658,190,189.97342,50.75846074,106.5224631,90.2,3173,3082.8,1109.818519,2136.779403,54.8,1687,1632.2,596.5148148,1134.63975,35.4,1486,1450.6,513.3037037,1002.513783,0,0.304347826,0.260869565,0.304347826,0.043478261,0.043478261,0,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1659,7.09373,2.66996,5.07862,2.05043,2.66996,2.05043,7.09373,5.07862,7.00268,1889.75,1.66562,0,0,0,194.266,0.1028,0.0617189,0,0,0,0,0,0,255.358,1351.28,811.282,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.06122449,0.12244898,0.183673469,0.224489796,0.306122449,0.020408163,0.040816327,0.020408163,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1660,9.69241,5.08899,9.69241,2.52358,2.21777,5.08899,9.40538,9.56442,9.69241,3398.31,1.40274,641.261,0.1887,0.134522,6.11696,0.0018,0.0012832,1,1,1,554.895,1632.86,1164.05,29.228,86.0076,61.3139,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.014705882,0.279411765,0.088235294,0.279411765,0.161764706,0.073529412,0.102941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1661,9.97211,8.85055,9.97211,8.85055,2.25348,1.98465,9.97211,9.93247,9.2031,3757.42,1.27014,1064.1,0.2832,0.222967,0,0,0,1,1,1,670.984,1785.76,1405.95,0,0,0,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.1,0.185714286,0.342857143,0.185714286,0.185714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1662,5.04329,3.39417,4.98087,2.10945,3.02112,3.39417,4.98087,5.04329,4.98087,613.988,1.62498,42.3038,0.0689,0.0424005,0,0,0,1,2,2,114.753,1868.97,1150.15,0,0,0,8,14,6,10.0625,4.242640687,1.52,2.1,0.58,1.719375,0.410121933,85,101,16,95.5,11.3137085,12.06,17.36,5.3,15.538125,3.74766594,0.02658,150,149.97342,51.57994313,106.0472223,90.2,3173,3082.8,1149.9125,2179.868785,54.8,1687,1632.2,615.86875,1154.139688,35.4,1486,1450.6,534.04375,1025.729097,0,0.193548387,0,0.387096774,0,0.322580645,0,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1663,7.64952,6.23581,7.64952,4.50761,6.23581,2.06841,7.64731,7.64952,7.5413,1022.36,1.16031,291.169,0.2848,0.245451,0,0,0,1,2,2,249.737,2442.73,2105.24,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.608695652,0,0.347826087,0,0.043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1664,5.2911,2.83296,5.2911,2.83296,1.47669,1.60558,5.2911,4.50239,4.54975,1065.59,1.67674,39.9597,0.0375,0.0223648,0,0,0,1,1,1,124.794,1171.12,698.452,0.111108,1.04269,0.621852,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.12,0.48,0.12,0.2,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1665,4.497,3.58169,4.497,3.10463,3.58169,1.90254,4.33123,4.497,4.497,471.341,1.69341,31.4385,0.0667,0.0393879,0,0,0,1,2,2,93.1731,1976.76,1167.33,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.25,0.333333333,0.25,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1666,6.18522,4.59373,6.06446,4.11822,2.4739,4.59373,6.03506,6.18522,6.06446,1212.45,1.47603,165.985,0.1369,0.0927488,0,0,0,1,2,2,240.952,1987.32,1346.39,0.167137,1.3785,0.933926,8,14,6,9.958333333,4.242640687,1.52,2.1,0.58,1.709305556,0.410121933,85,101,16,95.77777778,11.3137085,12.06,17.36,5.3,15.63013889,3.74766594,0.02658,150,149.97342,48.97623792,106.0472223,90.2,3173,3082.8,1096.391667,2179.868785,54.8,1687,1632.2,587.5319444,1154.139688,35.4,1486,1450.6,508.8597222,1025.729097,0.095238095,0.285714286,0.333333333,0.047619048,0.095238095,0.095238095,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1667,6.55152,4.66392,6.3056,4.66392,2.78747,1.93111,6.3056,6.47605,5.80983,1108.41,1.62024,112.504,0.1015,0.0626451,0,0,0,1,1,1,161.418,1456.3,898.818,0.314331,2.83587,1.75028,8,14,6,9.902777778,3.861030058,1.52,2.1,0.58,1.688055556,0.353109821,80,101,21,95.18055556,11.90122937,10,17.36,7.36,15.39305556,4.046708699,0.02658,235,234.97342,58.28160889,121.886353,90.2,3173,3082.8,1080.758333,2005.59449,54.8,1687,1632.2,525.6068056,991.8765791,35.4,1858.53,1823.13,555.1515278,1058.919739,0,0.212121212,0.272727273,0.303030303,0.212121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1668,6.79756,4.27442,6.79756,4.27442,2.14067,2.72727,6.79756,6.79756,6.78507,1059.74,1.49599,132.361,0.1249,0.08349,0,0,0,1,1,1,205.402,1938.24,1295.62,0,0,0,8,14,6,10.11111111,4.242640687,1.52,2.1,0.58,1.724074074,0.410121933,85,101,16,95.37037037,11.3137085,12.06,17.36,5.3,15.49518519,3.74766594,0.02658,150,149.97342,52.79500556,106.0472223,90.2,3173,3082.8,1174.888889,2179.868785,54.8,1687,1632.2,629.0925926,1154.139688,35.4,1486,1450.6,545.7962963,1025.729097,0.181818182,0.227272727,0.136363636,0.227272727,0,0.090909091,0,0,0.090909091,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1669,5.6997,3.18707,5.6997,3.18707,3.05872,1.63163,5.6997,5.66846,5.6784,722.888,1.64608,79.59,0.1101,0.0668864,0,0,0,1,2,2,137.487,1901.91,1155.42,0,0,0,8,14,6,9.958333333,4.242640687,1.52,2.1,0.58,1.709305556,0.410121933,85,101,16,95.77777778,11.3137085,12.06,17.36,5.3,15.63013889,3.74766594,0.02658,150,149.97342,48.97623792,106.0472223,90.2,3173,3082.8,1096.391667,2179.868785,54.8,1687,1632.2,587.5319444,1154.139688,35.4,1486,1450.6,508.8597222,1025.729097,0.142857143,0.214285714,0.428571429,0.071428571,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1670,10.27667,9.03054,10.23708,9.03054,2.44521,9.03054,10.23708,9.73959,10.23708,4128.26,1.1556,1670.29,0.4046,0.350121,0,0,0,1,2,2,668.115,1618.39,1400.48,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.19047619,0.285714286,0.30952381,0.214285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1671,5.57427,4.00859,5.57427,3.94723,4.00859,3.67642,5.57427,5.57427,5.57427,465.859,1.28501,68.9005,0.1479,0.115097,0,0,0,1,3,3,121.413,2606.23,2028.19,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.181818182,0.272727273,0,0,0,0,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1672,7.21485,4.56356,7.21485,4.56356,2.45542,1.30664,7.21485,7.21485,7.02704,1020.99,1.56353,140.386,0.1375,0.087942,0,0,0,1,1,1,172.948,1693.92,1083.39,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.19047619,0.380952381,0.285714286,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1673,9.77478,6.59746,9.77478,6.59746,1.46006,5.05338,9.77478,9.01925,9.26185,3259.4,1.4693,754.551,0.2315,0.157558,0,0,0,1,2,2,561.067,1721.38,1171.56,0.0455828,0.13985,0.0951813,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.166666667,0.361111111,0.263888889,0.125,0.069444444,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1674,6.25983,3.92512,6.25922,3.92512,2.0281,1.61759,6.25922,6.25983,6.25983,720.03,1.66279,72.867,0.1012,0.0608614,0.144006,0.0002,0.000120279,1,1,1,114.636,1592.1,957.484,1.29531,17.9897,10.8189,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.25,0.25,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1675,10.07494,8.78965,10.07494,8.78965,6.08623,2.23936,10.07494,9.9618,10.07494,3490.87,1.36242,988.965,0.2833,0.207938,0,0,0,1,2,2,564.531,1617.16,1186.97,0.00664749,0.0190425,0.0139769,8,15,7,9.888888889,3.80797553,1.52,2.1,0.58,1.680555556,0.338077017,80,101,21,95.11111111,11.98501808,10,17.36,7.36,15.38458333,4.09300321,0.02658,235,234.97342,59.01241444,124.5236509,90.2,3173,3082.8,1054.605556,1959.657512,54.8,1687,1632.2,500.3964583,948.4015319,35.4,1858.53,1823.13,554.2090972,1062.027511,0.057142857,0.2,0.271428571,0.214285714,0.185714286,0.042857143,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1676,7.48712,6.97213,7.40213,6.78065,6.97213,2.28228,7.40213,7.40213,7.40213,2187.32,1.45964,623.169,0.2849,0.195186,0,0,0,1,2,2,389.091,1778.84,1218.69,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0.018181818,0.236363636,0.2,0.236363636,0.109090909,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1677,6.59147,3.9443,6.59147,3.9443,1.24564,2.47969,6.59147,6.59147,6.45567,950.871,1.67883,86.1489,0.0906,0.0539662,0,0,0,1,1,1,145.173,1526.74,909.409,0.0721727,0.759017,0.452111,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.172413793,0.172413793,0.379310345,0,0.172413793,0,0,0.103448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1678,5.02842,3.67441,5.02842,3.67441,3.02331,2.63844,5.02842,4.56716,4.8786,760.671,1.56191,56.8221,0.0747,0.0478262,0,0,0,1,2,2,145.733,1915.85,1226.61,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.043478261,0.173913043,0.130434783,0.043478261,0,0,0.260869565,0.086956522,0.260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1679,6.58778,4.51669,6.49774,4.51669,2.1266,1.88441,6.49774,6.32503,6.58778,1465.88,1.63351,148.933,0.1016,0.0621973,0,0,0,1,1,1,201.007,1371.24,839.443,3.24017,22.104,13.5316,8,14,6,9.826388889,3.765663288,1.52,2.1,0.58,1.675,0.334365246,80,101,21,95.11805556,12.22360501,10,17.36,7.36,15.35833333,4.185642604,0.02658,235,234.97342,60.19151569,127.948892,90.2,3173,3082.8,1046.120833,1965.688414,54.8,1687,1632.2,488.1078472,938.1069505,35.4,1858.53,1823.13,558.0129861,1081.746006,0.0625,0.15625,0.21875,0.25,0.1875,0.09375,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1680,9.77379,8.72582,9.77379,8.72582,1.68729,2.11277,9.77379,9.7694,9.71273,3556.21,1.342,892.966,0.2511,0.187108,1.42249,0.0004,0.000298062,1,1,1,563.31,1584.02,1180.34,10.8364,30.4716,22.706,4,30,26,9.8125,5.034080282,1.52,2.1,0.58,1.6853125,0.366716822,73,101,28,95.09375,12.30866964,4.85,17.36,12.51,15.31510417,4.528920399,0.02658,235,234.97342,52.83022,108.8883071,90.2,3173,3082.8,1056.779167,1998.593588,54.8,1687,1632.2,560.8835417,1050.673389,35.4,1858.53,1823.13,495.895625,962.2320629,0.041666667,0.208333333,0.263888889,0.277777778,0.166666667,0.013888889,0.013888889,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1681,6.99056,5.88096,6.98472,5.88096,3.92705,2.33547,6.98472,6.75412,6.88495,1024.66,1.55793,162.921,0.159,0.102059,0,0,0,1,2,2,189.488,1849.27,1187.01,0,0,0,8,14,6,9.888888889,3.820994635,1.52,2.1,0.58,1.684444444,0.345919066,80,101,21,95.11111111,12.00833044,10,17.36,7.36,15.36444444,4.094462114,0.02658,235,234.97342,59.46216444,124.059398,90.2,3173,3082.8,1075.466667,1988.294065,54.8,1687,1632.2,515.1411111,971.2994236,35.4,1858.53,1823.13,560.3255556,1066.199553,0.05,0.35,0.1,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1682,6.40411,4.32794,6.40411,4.32794,4.13074,2.00548,6.40411,6.28741,6.34363,1102.94,1.62495,126.287,0.1145,0.0704636,0.220588,0.0002,0.00012308,1,2,2,175.5,1591.2,979.23,3.18984,28.9213,17.7982,8,14,6,9.840277778,3.801327239,1.52,2.1,0.58,1.678611111,0.341491512,80,101,21,95.1875,12.10250411,10,17.36,7.36,15.38694444,4.133687805,0.02658,235,234.97342,59.01096014,125.6986683,90.2,3173,3082.8,1051.4125,1980.545403,54.8,1687,1632.2,498.5735417,958.5600858,35.4,1858.53,1823.13,552.8389583,1073.133024,0.0625,0.15625,0.21875,0.28125,0.1875,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
